Year,Month,DayPeriod,Type,Operator,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity
1984,Oct,Unknown,Douglas C-47B,Village Airways,Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,4,0,4,None Survived
1976,Apr,Afternoon,Boeing B-727-95,American Airlines,Land,Unknown,Unknown,Unknown,Unknown,Virgin Islands,Unknown,Unknown,No,Unknown,88,0,37,Partial Survived
1969,Apr,Afternoon,Lockheed EC121R,Military - U.S. Air Force,Land,Asia,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived
1997,Jul,Unknown,BAC One-Eleven 203AE,ADC Airlines,Land,Africa,Nigeria,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,55,0,1,Partial Survived
1975,Feb,Morning,Douglas DC-3C,Horizon Properties,Land,North America,United States,Unknown,Unknown,Texas,Weather,Unknown,No,Landing,16,0,5,Partial Survived
1996,May,Night,Britten-Norman BN-2A-26 Islander,Loganair,Land,Europe,United Kingdom,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,3,0,3,None Survived
1971,Dec,Unknown,Ilyushin IL-18B,Balkan Bulgarian Airlines,Land,Europe,Bulgaria,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,73,0,28,Partial Survived
1953,Jun,Unknown,Douglas DC-3,LACSA,Land,North America,Costa Rica,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,14,0,11,Partial Survived
1979,Sep,Night,McDonnell Douglas DC-9-32,Aero Transporti Italiani,Land,Europe,Italy,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,31,0,31,None Survived
1999,Nov,Morning,Aerospatiale Alenia ATR-42,Si Fly - U.N. charter,Land,Unknown,Unknown,Unknown,Unknown,Kosovo,Weather,Rain,No,Unknown,24,0,24,None Survived
1945,Feb,Morning,Douglas C-47-DL,Military - U.S. Army Air Forces,Land,Europe,Italy,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,26,0,23,Partial Survived
2004,Mar,Night,Beechcraft 1900C,Military - United States Air Force,Land,North America,United States,Unknown,Unknown,Nevada,Unknown,Unknown,No,Landing,5,0,5,None Survived
1974,Jan,Afternoon,Beechcraft J-35,Taos Airways - Air Taxi,Land,North America,United States,Unknown,Unknown,New Mexico,Weather,Snow,No,En Route,3,0,3,None Survived
1982,Dec,Afternoon,de Havilland DHC-2,Air Taxi - Tyee Airlines Inc.,Land,Unknown,Unknown,Unknown,Unknown,Alaksa,Weather,Fog,No,Unknown,8,0,8,None Survived
2007,Aug,Night,Embraer EMB-110P1 Bandeirant,Two Taxi Aero,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1986,Oct,Night,Lockheed L-100-30 Hercules,Southern Air Transport,Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1973,Dec,Night,de Havilland DH-125-400A,Churchill Falls Co.,Land,North America,Canada,Unknown,Unknown,Newfoundland,Unknown,Unknown,No,Unknown,8,0,8,None Survived
1956,Jul,Afternoon,Vickers Viscount,Trans Canada Air Lines,Land,North America,United States,Unknown,Unknown,Michigan,Unknown,Unknown,No,Landing,35,0,1,Partial Survived
1925,Oct,Unknown,De Havilland DH-4,US Aerial Mail Service,Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1951,Nov,Unknown,Fairchild C-82 Packet,Military - U. S. Air Force,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,36,0,36,None Survived
1980,Jun,Unknown,Yakovlev YAK-40,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,29,0,29,None Survived
1982,Nov,Night,Beechcraft 95-B55,Air Taxi,Land,North America,United States,Unknown,Unknown,Alabama,Unknown,Unknown,No,Takeoff,2,0,2,None Survived
1985,May,Afternoon,CH-53D,Military - U.S. Marine Corps,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived
1946,Dec,Unknown,Douglas C-47A,Winged Cargo Inc.,Watery,Unknown,Unknown,Ocean,"Caribbean, Atlantiocean",Unknown,Unknown,Unknown,No,En Route,7,0,7,None Survived
1997,Mar,Unknown,Antonov AN-12B,ALADA,Land,Africa,Angola,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,16,0,16,None Survived
1973,Dec,Unknown,Tupolev TU-104B,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,72,0,13,Partial Survived
1989,Feb,Unknown,Douglas DC-6,Albancion Circulo,Land,North America,Honduras,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1991,May,Unknown,Fokker F-27 Friendship 600,Merpati Nusantara Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,13,0,13,None Survived
1989,Dec,Unknown,Antonov An-24RV,Tarom,Land,Europe,Romania,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,7,0,7,None Survived
1973,Apr,Evening,Beech E18S,Air Iowa,Land,North America,United States,Unknown,Unknown,Iowa,Unknown,Unknown,No,Unknown,6,0,6,None Survived
1988,Oct,Unknown,Ilyushin IL-14P,Shanxi Airlines,Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,46,0,42,Partial Survived
1986,Mar,Unknown,Antonov An-12AP,Ministerstvo Obshchestvo Mashinostroyeniya,Land,Europe,Soviet Union,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived
1951,Jan,Afternoon,Douglas DC-4-1009,National Airlines,Land,North America,United States,Unknown,Unknown,Pennsylvania,Human Error,Snow,No,Landing,28,0,7,Partial Survived
2005,Feb,Morning,Ilyushin 76TD,Air West,Land,Africa,Sudan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived
1984,Jan,Morning,Swearingen SA.226TC Metro II,Britt Airways,Land,North America,United States,Unknown,Unknown,Indiana,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1986,Mar,Unknown,Antonov An-32,Military - Indian Air Force,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,19,0,19,None Survived
1948,Feb,Unknown,Douglas C-47,Military - Brazilian Air Force,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,26,0,23,Partial Survived
1967,Oct,Unknown,Douglas DC-3,China Airlines (Taiwan),Land,Unknown,South Vietnam,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,16,0,16,None Survived
1974,Sep,Morning,Boeing B-707-331B,Trans World Airlines,Watery,Europe,Greece,Sea,Ionian Sea,Unknown,Unknown,Unknown,No,Unknown,88,0,88,None Survived
1935,Dec,Unknown,Caudron C-630 Simoun,Air Bleu,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived
1987,Dec,Morning,Piper PA-31-350 Navajo,Southcentral Air,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Landing,8,0,6,Partial Survived
1951,Apr,Morning,Douglas C-47B-DK,Military - U.S. Air Force,Land,North America,United States,Unknown,Unknown,West Virginia,Unknown,Unknown,No,Unknown,21,0,21,None Survived
1988,Feb,Morning,Boeing B-727-2H9A,Talia Airways,Land,Europe,Cyprus,Unknown,Unknown,Unknown,Human Error,Unknown,No,Landing,15,0,15,None Survived
1963,Aug,Afternoon,Vickers Viscount 708,Air Inter,Land,Europe,France,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Landing,20,1,20,None Survived
1979,May,Afternoon,McDonnell Douglas DC-10-10,American Airlines,Land,North America,United States,Unknown,Unknown,Illinois,Weather,Rain,No,Takeoff,271,2,271,None Survived
1984,Feb,Evening,Lockheed C-130E,Military - U.S. Air Force,Land,Europe,Spain,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,18,0,18,None Survived
1985,Mar,Unknown,Lockheed C-130E Hercules,Military - U.S. Air Force,Land,North America,United States,Unknown,Unknown,Texas,Weather,Rain,No,Unknown,6,0,6,None Survived
1988,Apr,Afternoon,Antonov AN-26,Military - Afghan Republican Air Force,Land,Asia,Afghanistan,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,29,0,29,None Survived
1972,May,Unknown,de Havilland Canada DHC-6 Twin Otter,General Air,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,8,Partial Survived
1983,Jan,Unknown,Convair 580-11A,RepubliAirlines,Land,North America,United States,Unknown,Unknown,Minnesota,Weather,Rain,No,Unknown,33,0,1,Partial Survived
1969,Mar,Afternoon,McDonnell Douglas DC-9-32,Venezolana Internacional de Aviacion,Land,South America,Venezuela,Unknown,Unknown,Zulia,Unknown,Unknown,No,Takeoff,84,70,84,None Survived
1980,May,Unknown,Britten Norman BN Islander,VoteTaxi Aéreo,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived
1974,Oct,Evening,Piper PA-31,AltusFlying Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Oklahoma,Weather,Fog,No,Unknown,4,0,2,Partial Survived
1960,Jul,Night,Sikorsky S-58C helicopter,Chicago Helicopter Airways,Land,North America,United States,Unknown,Unknown,Illinois,Unknown,Unknown,No,Unknown,13,0,13,None Survived
1986,Mar,Unknown,Cessna 425 Conquest,Taxair,Land,Europe,Switzerland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,0,8,None Survived
1982,Jul,Night,Bell UH-1B Huey Helicopter,Western Helicopter,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,1,3,0,All Survived
2003,Aug,Afternoon,Let 420UVP-E,Tropical Airways,Land,North America,Haiti,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,21,0,21,None Survived
1947,Mar,Unknown,Douglas C-47B,Military - Royal Air Force,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,13,None Survived
1946,Oct,Unknown,Junkers Ju-52/3m,Air Ocean,Land,Africa,Morocco,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,16,0,16,None Survived
1993,Nov,Morning,Cessna 421B Golden Eagle,Roadrunner Airlines,Land,North America,United States,Unknown,Unknown,Indiana,Unknown,Unknown,No,Unknown,5,0,5,None Survived
1985,Jun,Morning,Boeing B-747-237B,Air India,Watery,Unknown,Unknown,Ocean,"Atlantiocean,",Unknown,Unknown,Unknown,No,Unknown,329,0,329,None Survived
1998,Jan,Evening,Let 410UVP,Aeroservice International,Land,Europe,Czech Republic,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,2,0,2,None Survived
1949,Oct,Unknown,Curtiss C-46E-1-CS,Slick Airways,Land,North America,United States,Unknown,Unknown,Wyoming,Unknown,Unknown,No,Landing,4,0,4,None Survived
1965,Oct,Unknown,Boeing 307 Stratoliner B-1,International Control Commision,Land,Asia,Vietnam,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,13,0,13,None Survived
2007,Jul,Afternoon,Cessna 208B Grand Caravan,Charter - Private,Land,Europe,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,9,0,2,Partial Survived
1947,Nov,Unknown,Lisunov Li-2,TARS,Land,Europe,Romania,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,26,0,13,Partial Survived
1993,Apr,Unknown,Antonov AN-26B,MIAT - Mongolian Airlines,Land,Asia,Mongolia,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,40,0,40,None Survived
1971,Dec,Afternoon,Lockheed 188A Electra,Lineas Aereas Nacionales SA (Peru),Land,South America,Peru,Unknown,Unknown,Huanuco,Weather,Rain,No,Unknown,92,0,91,Partial Survived
1977,Jan,Evening,Gates Learjet 24B,Jet Avia Charter,Land,North America,United States,Unknown,Unknown,California,Weather,Rain,No,Unknown,4,0,4,None Survived
1932,Sep,Unknown,De Havilland DH-80,New England Airways,Watery,North America,US,Gulf,"Byron Bay,",Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1953,Aug,Unknown,Curtiss C-46A,Aerovias Contreras,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1956,Mar,Unknown,Douglas C-47B,Starways,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,3,0,1,Partial Survived
2001,Aug,Afternoon,Aerospatiale AS350 Eurocopter  helicoper,Papillon Grand Canyon Helicopters of Las Vegas,Land,North America,United States,Unknown,Unknown,Arizona,Weather,Rain,Yes,Unknown,7,0,6,Partial Survived
1955,Jun,Night,Lockheed 049-46-21 Constellation,Panair do Brasil,Land,South America,Paraguay,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,24,0,16,Partial Survived
1980,Apr,Afternoon,Boeing B-727-64,Dan Air Services,Land,Unknown,Unknown,Unknown,Unknown,Canary Islands,Unknown,Unknown,No,Landing,146,0,146,None Survived
1996,May,Afternoon,Britten Norman BN-2A-20 Trislander,Milne Bay Air,Land,Oceania,Papua New Guinea,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,10,0,1,Partial Survived
1995,Dec,Night,Boeing B-757-223,American Airlines,Land,South America,Colombia,Unknown,Unknown,Valle del Cauca,Human Error,Unknown,No,Landing,164,0,160,Partial Survived
1998,Sep,Afternoon,de Havilland Canada DHC-6 Twin Otter 300,Cabo Verde Airlines,Land,Africa,Cape Verde,Unknown,Unknown,Unknown,Weather,Thunderstorm,No,Landing,22,0,1,Partial Survived
1948,Aug,Unknown,Douglas C-47B,New Zealand National Airways,Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1958,Oct,Unknown,Fairchild C-123 Provider,Military - U.S. Air Force,Land,North America,United States,Unknown,Unknown,Idaho,Weather,Rain,No,Unknown,19,0,19,None Survived
1997,Sep,Unknown,de Havilland Canada DHC-6 Twin Otter 300,TMK Air Commuter,Land,Unknown,Unknown,Unknown,Unknown,Zaire,Unknown,Unknown,No,Landing,22,0,22,None Survived
1994,Mar,Morning,Grumman G-73T Turbo Mallard,Chalk's International Airlines,Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1960,Jun,Evening,Convair CV-340-62,REAL,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,54,0,54,None Survived
1956,Mar,Unknown,Douglas C-47A,Military - Royal Thai Air Force,Land,Asia,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived
1923,Sep,Unknown,de Havilland DH-34,Daimler Airways,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived
1964,Feb,Morning,Beech D18S,South Central Airlines,Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1994,Oct,Unknown,Antonov AN-2,Yakutavia,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,19,0,7,Partial Survived
1939,Feb,Unknown,Junkers JU-52/3m,Deutsche Lufthansa,Watery,Europe,Unknown,Sea,Mediterranean Sea,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
2000,May,Afternoon,Learjet 35A,Northern Executive Aviation,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,5,0,2,Partial Survived
1997,Mar,Morning,Antonov AN-24RV,Stavropol Airlines,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,50,0,50,None Survived
1966,Nov,Morning,Martin 404,Piedmont Airlines,Land,North America,United States,Unknown,Unknown,North Carolina,Weather,Rain,No,Landing,3,0,3,None Survived
1946,Apr,Morning,Vickers Wellington bomber,Military - Royal British Navy,Land,Europe,Malta,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,16,4,None Survived
1967,Mar,Afternoon,Douglas C-47J,Military - U.S. Navy,Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,En Route,25,0,25,None Survived
1991,Jul,Morning,Cessna 206,Air Taxi -Wilderness Aviation Inc.,Land,North America,United States,Unknown,Unknown,Idaho,Unknown,Unknown,No,Takeoff,5,0,5,None Survived
1945,Apr,Unknown,Junkers JU-53/3m,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived
1976,Feb,Afternoon,Grumman G-21A seaplane,Antilles Air,Land,Unknown,Unknown,Unknown,Unknown,Virgin Islands,Mechanical,Unknown,No,Unknown,11,0,5,Partial Survived
1991,Oct,Unknown,Britten-Norman BN2A-III-2 Trislander,Bali International Air Service,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived
1951,Dec,Night,Curtiss C 46F-CU,Transocean Air Lines,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Landing,4,0,4,None Survived
1982,Mar,Morning,Beechcraft Bonanza F35,Private,Land,North America,United States,Unknown,Unknown,Florida,Unknown,Clear,No,Unknown,3,0,3,None Survived
1968,Dec,Evening,Convair CV-580,North Central Airlines,Land,North America,United States,Unknown,Unknown,Illinois,Unknown,Unknown,No,Landing,45,1,27,Partial Survived
1975,Jun,Evening,Douglas DC-4,Taxi Aereo El Venado,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,3,0,3,None Survived
1955,Mar,Morning,Boeing 377 Stratocruiser 10-26,Pan American World Airways,Land,Unknown,The Oregon Coast,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,23,0,4,Partial Survived
1959,Nov,Morning,Lockheed L-1049H Super Constellation,Trans World Airlines,Land,North America,United States,Unknown,Unknown,Illinois,Unknown,Unknown,No,Landing,3,8,3,None Survived
1984,Jan,Unknown,Antonov An-24RV,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,47,0,4,Partial Survived
1945,Nov,Afternoon,Boeing B-17G,Military - U.S. Army Air Forces,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,20,0,20,None Survived
1964,Dec,Unknown,Curtiss C-46,Lineas Aéreas Sud Americana,Land,North America,Costa Rica,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,5,0,5,None Survived
1994,Jun,Evening,Swearingen SA.226TC Metro II,Aerolineas Cuahonte,Land,North America,Mexico,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,9,0,9,None Survived
1983,Apr,Unknown,Hawker Siddeley HS-748-329 Srs. 2A,Air Liberia,Land,Africa,Sudan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,9,8,Partial Survived
1979,Sep,Unknown,Britten Norman BN-7A lslander,PacifiCoastal Airlines,Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,4,Partial Survived
1979,Feb,Unknown,Embraer 110C Bandeirante,TAM Lineas Aéreas Regional,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived
2001,Aug,Night,Dassault Falcon 20C,Naske Air,Land,Europe,Iceland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1957,Sep,Unknown,de Havilland DH-114 Heron,British European Airways,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
2003,May,Afternoon,Cessna 185,McKinley Air Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,En Route,4,0,4,None Survived
1929,Nov,Morning,Lockheed Vega 5,Corp. Aeronautica de Transportes,Land,North America,Mexico,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,4,0,4,None Survived
1930,Jan,Unknown,Boeing 95,Boeing Air Transport,Land,North America,United States,Unknown,Unknown,Nebraska,Weather,Fog,No,Landing,1,0,1,None Survived
1935,May,Night,Douglas DC-2-112,Trans Continental and Western Air,Land,North America,United States,Unknown,Unknown,Missouri,Weather,Fog,No,Landing,14,0,5,Partial Survived
1947,Jun,Night,Junkers Ju-52,Air France,Land,Europe,France,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,2,0,2,None Survived
1985,Aug,Unknown,Boeing KC-135A,Military - U.S. Air Force,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,7,0,7,None Survived
1939,Jul,Unknown,Junkers JU86 Z-2,Swissair,Land,Europe,Switzerland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived
1958,Feb,Morning,Bristol 170 Freighter 21,Silver City Airways,Land,Europe,England,Unknown,Unknown,Lancs,Unknown,Unknown,No,Landing,42,0,35,Partial Survived
1963,Mar,Night,de Havilland Comet 4C,Saudi Arabian Royal Flight,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,18,0,18,None Survived
1985,Feb,Evening,Piper PA-31-350,Air Taxi - Air Trends Inc.,Land,North America,United States,Unknown,Unknown,New Hampshire,Weather,Unknown,No,Landing,5,0,4,Partial Survived
1945,Dec,Morning,Douglas C-47B,Military - Royal Air Force,Land,Europe,Norway,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,15,Partial Survived
1958,Aug,Night,Vickers Viscount 748D,Central African Airways,Land,Africa,Libya,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,54,0,36,Partial Survived
1961,May,Night,Lockheed 1649A Starliner,Air France,Land,Africa,Algeria,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,78,0,78,None Survived
1965,Apr,Unknown,Douglas C-47B,British United Airways,Land,Europe,United Kingdom,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,27,0,26,Partial Survived
1986,Oct,Unknown,Shorts SC-7 Skyvan 3-200,East Indonesia Air Taxi,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,13,None Survived
1988,Jul,Morning,Airbus A300B2-203,Iran Air,Watery,Asia,Iran,Gulf,Persian Gulf,Unknown,External,Unknown,No,Unknown,290,0,290,None Survived
1978,Jan,Evening,Cessna 337G,Aviation Charter - Air Taxi,Land,North America,United States,Unknown,Unknown,Illinois,Unknown,Unknown,No,Landing,2,0,2,None Survived
1985,Sep,Morning,Beechcraft B99,Air Taxi - Henson Airlines,Land,North America,United States,Unknown,Unknown,Virginia,Unknown,Unknown,No,Landing,14,0,14,None Survived
1948,Feb,Unknown,Douglas DC-3,Det Danske Luftfartselskab,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,21,0,12,Partial Survived
1998,Jul,Unknown,Shorts SC-7 Skyvan 3-100,Military - Mexican Air Force,Land,North America,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1998,Jan,Morning,Fokker F-27 Friendship 600,Myanmar Airways,Land,Asia,Myanmar,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,45,0,16,Partial Survived
1999,Jun,Night,Beechcraft 99,Nightexpress,Land,Europe,Belgium,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Landing,2,0,2,None Survived
1990,Apr,Unknown,de Havilland Canada DHC-6 Twin Otter 200,Aeroperlas,Land,North America,Panama,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,22,0,20,Partial Survived
2003,Sep,Evening,Learjet 25B,Ameristar Jet Charter,Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,Landing,2,0,1,Partial Survived
1992,Oct,Unknown,Antonov 32,Kiev Production Association,Land,Africa,Somalia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,1,Partial Survived
1959,Mar,Unknown,Curtiss C-46A,Riddle Airlines,Land,Europe,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1959,Dec,Night,Consolidated PBY-5A Catalina,California Aircraft,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,En Route,3,0,3,None Survived
1971,Oct,Unknown,Douglas C-47A,Aerolineas TAO,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,22,0,20,Partial Survived
1985,Jan,Unknown,Antonov AN-24B,CAAC,Land,Asia,China,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,41,0,38,Partial Survived
1989,Jan,Night,Hawker Siddeley  Avro 748-215,Bradley Air Services,Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Takeoff,2,0,2,None Survived
1954,Dec,Unknown,Boeing B377-10-28 Stratocruiser,British Overseas Airways,Land,Europe,Scotland,Unknown,Unknown,Ayrshire,Human Error,Unknown,No,Landing,36,0,28,Partial Survived
1964,Feb,Afternoon,Bristol Britannia 312,British Eagle International Airlines,Land,Europe,Austria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,83,0,83,None Survived
1991,Feb,Unknown,Antonov AN-26,Fuerza Area Angolaise,Land,Africa,Angola,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,47,0,47,None Survived
2008,Jul,Night,Boeing B-747-209BSF,Centurian Air Cargo,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,8,3,0,All Survived
1970,Sep,Unknown,Tupolev TU-124,Aeroflot,Land,Europe,Soviet Union,Unknown,Unknown,Ukraine,Unknown,Unknown,No,Unknown,37,0,37,None Survived
1977,Sep,Morning,Cessna U206,Salida Flying Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Colorado,Unknown,Unknown,No,En Route,6,0,6,None Survived
1954,Jan,Unknown,Douglas DC-6,Philippine Air Lines,Land,Europe,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,16,0,16,None Survived
1983,Apr,Morning,Kawasaki C-1 / Kawasaki C-1,Japan Air Self-Defence Force,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,14,0,14,None Survived
1952,Jan,Afternoon,Convair CV-240-0,American Airlines,Land,North America,United States,Unknown,Unknown,New Jersey,Unknown,Unknown,No,Landing,23,7,23,None Survived
1964,Oct,Unknown,Lockheed L-749A-79 Constellation,Interocean,Land,Africa,Ethiopia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,7,0,1,Partial Survived
1985,Aug,Morning,Boeing B-737-236,British Airtours,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,137,0,55,Partial Survived
1985,Jan,Night,Bell 206 L-1,Air Taxi,Land,North America,United States,Unknown,Unknown,New Mexico,Weather,Rain,No,Unknown,3,0,3,None Survived
1990,Dec,Afternoon,Cessna 208 Caravan I,MarkAir Commuter,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Rain,No,Landing,1,0,1,None Survived
1947,Jan,Unknown,Curtiss C-46,China National Aviation Corporation,Land,Asia,China,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,26,0,25,Partial Survived
1954,May,Morning,Douglas DC-3,New Zealand National Airways,Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,3,Partial Survived
1992,Jul,Unknown,Antonov AN-12V,Military - Russian Air Force,Land,Europe,Azerbaijan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,34,0,29,Partial Survived
